time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
2022-08-04T00:00,85.9,59.8,588,13.9,9.4,87
2022-08-04T01:00,77.5,53.8,580,13.9,11,93
2022-08-04T02:00,68.7,47.5,568,14,13.4,101
2022-08-04T03:00,62.9,43.2,543,13.2,15.7,115
2022-08-04T04:00,60.1,41,511,11.1,16,130
2022-08-04T05:00,62.6,42.8,471,8.3,15.6,148
2022-08-04T06:00,66.1,45.3,427,5.2,14.6,168
2022-08-04T07:00,66.4,45.4,409,4.2,13.9,177
2022-08-04T08:00,65.4,44.7,398,3.8,12.9,183
2022-08-04T09:00,65.7,44.9,391,4,11.9,187
2022-08-04T10:00,62.4,42.7,383,4,11.8,188
2022-08-04T11:00,61,41.7,378,4.2,11.9,186
2022-08-04T12:00,61,41.7,372,7.3,11.2,173
2022-08-04T13:00,67.3,46.3,461,18.2,11.9,150
2022-08-04T14:00,73.3,50.8,587,33.8,12.9,118
2022-08-04T15:00,79.2,54.8,723,48.8,14.4,84
2022-08-04T16:00,81.7,56.7,770,50.6,15.5,74
2022-08-04T17:00,81.7,56.8,790,47.7,16.6,71
2022-08-04T18:00,79.9,55.4,777,41,17.4,71
2022-08-04T19:00,75,52,730,35,17,71
2022-08-04T20:00,68.7,47.6,656,27.4,16,73
2022-08-04T21:00,61,42.3,553,18.1,13.9,79
2022-08-04T22:00,47.4,32.7,477,12.6,11.2,86
2022-08-04T23:00,33.1,22.8,399,7.9,7.8,96
2022-08-05T00:00,23.5,16.3,332,4.3,4,100
2022-08-05T01:00,22.5,15.4,331,5.7,3.7,100
2022-08-05T02:00,24.5,16.7,329,7.5,3.2,101
2022-08-05T03:00,27.4,18.7,334,9.1,3.6,104
2022-08-05T04:00,29.7,20.5,351,8.9,5.5,109
2022-08-05T05:00,39.9,27.4,373,7.9,8.2,116
2022-08-05T06:00,52.4,36,389,6.5,11,127
2022-08-05T07:00,56.9,38.9,376,5.2,11.5,139
2022-08-05T08:00,55.1,37.4,350,3.8,11.2,152
2022-08-05T09:00,53.3,36.1,320,2.8,10.5,164
2022-08-05T10:00,54.6,37,297,1.6,9.9,166
2022-08-05T11:00,54.6,37,274,0.6,9,163
2022-08-05T12:00,52.5,36.7,334,13.9,7.1,86
2022-08-05T13:00,46.3,32.4,351,17.4,6.4,77
2022-08-05T14:00,44.1,31,376,22.3,5.6,64
2022-08-05T15:00,43,30.3,409,27.6,4.7,49
2022-08-05T16:00,42.4,29.8,434,29.8,4.2,42
2022-08-05T17:00,42.1,29.6,460,30.9,4,38
2022-08-05T18:00,43.2,30.4,479,30.5,3.8,35
2022-08-05T19:00,43.7,30.7,475,28.3,3.8,35
2022-08-05T20:00,44.9,31.5,460,24.7,4.2,37
2022-08-05T21:00,44.7,31.4,432,19.8,4.3,41
2022-08-05T22:00,45.3,31.8,402,15.9,4.1,46
2022-08-05T23:00,41.9,29.5,365,11.9,3.7,53
2022-08-06T00:00,48.2,33.9,423,15.4,2.8,36
2022-08-06T01:00,48.5,34.1,438,18,2.9,35
2022-08-06T02:00,47.7,33.5,459,21.6,3,34
2022-08-06T03:00,46.4,32.6,467,23.8,3.3,39
2022-08-06T04:00,42,29.5,443,21.2,4.2,51
2022-08-06T05:00,38.2,26.8,403,16.4,5.3,67
2022-08-06T06:00,37.7,26.5,351,10.4,6.2,88
2022-08-06T07:00,34.9,24.5,319,7.5,5.8,101
2022-08-06T08:00,32.4,22.7,288,5,4.8,114
2022-08-06T09:00,29.9,21,258,3,3.7,125
2022-08-06T10:00,27.6,19.4,235,1.1,3.3,130
2022-08-06T11:00,25.9,18.2,216,-0.3,3.1,131
2022-08-06T12:00,35,24.6,287,5.4,6.2,153
2022-08-06T13:00,36.6,25.6,403,22.2,7.1,131
2022-08-06T14:00,48.9,34.2,569,46.1,8.4,100
2022-08-06T15:00,66.4,46.4,764,70.1,10.7,66
2022-08-06T16:00,79.9,56,854,73.6,12.9,55
2022-08-06T17:00,83.6,58.6,919,70.1,15.3,50
2022-08-06T18:00,80.8,56.6,976,65.8,18,45
2022-08-06T19:00,78.7,55.1,987,67.4,19.2,40
2022-08-06T20:00,83.1,58.2,976,70.2,20.1,35
2022-08-06T21:00,92.4,64.7,978,72.1,20.1,29
2022-08-06T22:00,101.3,70.8,1029,71.4,18.5,21
2022-08-06T23:00,104.3,73.1,1099,69.4,16,12
2022-08-07T00:00,122.9,85.9,1231,75.8,23.9,15
2022-08-07T01:00,121.1,84.5,1152,65.9,22.6,33
2022-08-07T02:00,116.9,82,1040,51.7,20.9,60
2022-08-07T03:00,99.7,69.6,884,34.3,20.2,95
2022-08-07T04:00,86.8,60.8,773,25.1,23,119
2022-08-07T05:00,75,52.4,660,17.5,27.4,143
2022-08-07T06:00,68.5,47.8,536,9.8,30.4,168
2022-08-07T07:00,61,42.6,474,6.3,27.6,178
2022-08-07T08:00,54.7,38.3,432,4.6,22.3,183
2022-08-07T09:00,49.7,34.7,395,3.7,16.4,186
2022-08-07T10:00,46.7,32.6,366,2,14.9,190
2022-08-07T11:00,45.2,31.5,346,0.6,14.4,193
2022-08-07T12:00,53.9,37.5,411,7.1,20,196
2022-08-07T13:00,59.3,41.2,443,11.2,19,180
2022-08-07T14:00,64.3,44.5,489,17,17.7,157
2022-08-07T15:00,61,42,540,23.3,16.1,128
2022-08-07T16:00,57.5,39.5,560,25.5,15.4,110
2022-08-07T17:00,57.6,39.7,570,26.4,14.9,93
2022-08-07T18:00,60.8,41.8,570,25.8,14,76
2022-08-07T19:00,61,42,555,23.6,12.7,69
2022-08-07T20:00,60.8,41.8,529,20.2,11.1,65
2022-08-07T21:00,60.1,41.3,494,15.9,9.6,63
2022-08-07T22:00,59.1,40.6,470,13.4,9.2,63
2022-08-07T23:00,57.6,39.3,447,11.1,9.4,64
2022-08-08T00:00,61.5,42,463,10.9,9.6,61
2022-08-08T01:00,56.2,37.6,448,10.4,11.1,70
2022-08-08T02:00,51,33.6,426,9.8,13.3,84
2022-08-08T03:00,46.9,30.6,398,8.6,14.6,103
2022-08-08T04:00,47,30.7,382,7.2,12.9,117
2022-08-08T05:00,44.4,29.3,367,5.6,9.9,132
2022-08-08T06:00,42.5,28.3,351,3.8,6.5,149
2022-08-08T07:00,42,28.3,342,3.1,5.3,158
2022-08-08T08:00,42.8,29.1,335,2.7,4.8,164
2022-08-08T09:00,42.8,29.3,328,2.7,4.3,168
2022-08-08T10:00,42.8,29.3,315,2,4,170
2022-08-08T11:00,42,28.9,301,1.2,3.8,170
2022-08-08T12:00,50.2,34.5,323,5.8,4.2,159
2022-08-08T13:00,56.7,39.1,446,22.8,4.7,130
2022-08-08T14:00,71.2,49.4,621,46.9,5.2,89
2022-08-08T15:00,82.9,57.6,843,73.5,6.3,42
2022-08-08T16:00,84.3,58.7,973,82.8,7.3,24
2022-08-08T17:00,92.2,64.3,1090,87.3,8.6,14
2022-08-08T18:00,103.6,72.4,1204,88.9,9.9,6
2022-08-08T19:00,112.5,78.5,1256,87.8,10.5,2
2022-08-08T20:00,118.3,82.7,1281,84.1,10.8,1
2022-08-08T21:00,111.5,78,1254,75.8,10.6,3
2022-08-08T22:00,98.5,68.9,1163,66.1,9.4,6
2022-08-08T23:00,92.7,65,1026,53.8,7.8,11
2022-08-09T00:00,90.8,63.6,973,45.8,7.1,17
2022-08-09T01:00,87.5,61.2,913,40,6.4,32
2022-08-09T02:00,85.7,60.1,825,31.8,5.5,54
2022-08-09T03:00,76.4,53.4,695,21.2,5.2,84
2022-08-09T04:00,64.3,44.7,584,14.8,6.3,107
2022-08-09T05:00,51.7,35.9,462,8.7,8.4,132
2022-08-09T06:00,46.7,32.4,336,3,10.1,155
2022-08-09T07:00,44.1,30.5,295,1.5,9.9,159
2022-08-09T08:00,42.1,29.2,283,1.6,8.9,154
2022-08-09T09:00,41.6,28.8,279,2.6,7.8,148
2022-08-09T10:00,41.2,28.5,259,1,7.7,149
2022-08-09T11:00,40.6,28.1,241,-0.9,7.8,152
2022-08-09T12:00,52.5,36,320,6,14.6,166
2022-08-09T13:00,61.7,42.5,402,16.5,13.1,141
2022-08-09T14:00,71.9,49.8,521,31.5,11.2,104
2022-08-09T15:00,77.1,53.6,682,49.6,9.7,62
2022-08-09T16:00,85.2,59.3,799,59.3,10.2,43
2022-08-09T17:00,95.9,66.8,917,67.4,11.6,29
2022-08-09T18:00,99,68.9,1028,73.8,13.6,17
2022-08-09T19:00,102.4,71.5,1050,73.9,15.4,14
2022-08-09T20:00,109.4,76.1,1036,70.8,17.5,16
2022-08-09T21:00,117.8,82,1008,64.6,18.5,18
2022-08-09T22:00,122.9,85.4,1003,59,16.6,15
2022-08-09T23:00,121.5,84.5,997,52.1,13.4,11
2022-08-10T00:00,102.9,71.7,716,25,7.5,38
2022-08-10T01:00,109.2,76.1,678,22.7,6.8,53
2022-08-10T02:00,102.4,71.2,623,19.4,5.9,73
2022-08-10T03:00,86.4,60.1,544,14.6,5.2,101
2022-08-10T04:00,71.5,49.5,480,10.8,5.7,120
2022-08-10T05:00,61.7,42.7,410,6.7,6.8,139
2022-08-10T06:00,58,40.3,340,2.7,7.8,156
2022-08-10T07:00,57.5,39.9,317,1.6,7.7,159
2022-08-10T08:00,55.4,38.5,311,1.6,7.2,157
2022-08-10T09:00,53.8,37.4,313,2.4,6.8,153
2022-08-10T10:00,52.5,36.4,308,2,6.5,154
2022-08-10T11:00,51.9,36,307,1.6,6.2,154
2022-08-10T12:00,50.3,34.9,316,5.9,6.2,143
2022-08-10T13:00,61.2,42.6,390,17.6,7.3,122
2022-08-10T14:00,69.4,48.3,495,34.3,8.9,92
2022-08-10T15:00,72.2,50.4,611,51.5,11.1,60
2022-08-10T16:00,73.8,51.3,648,55.5,12.9,52
2022-08-10T17:00,76.6,53.4,662,55,14.9,50
2022-08-10T18:00,79.9,55.6,679,52.5,16.8,49
2022-08-10T19:00,85,59.3,711,51.1,17.5,43
2022-08-10T20:00,93.4,65.2,746,48.9,17.6,37
2022-08-10T21:00,92.9,65,750,43.3,16.8,35
2022-08-10T22:00,87.1,60.8,687,35,14.6,44
2022-08-10T23:00,74,51.6,588,24.5,11.7,58
2022-08-11T00:00,50.1,34.8,349,7.2,4.8,91
2022-08-11T01:00,43.9,30.5,362,8.1,5.2,94
2022-08-11T02:00,39.8,27.6,381,9.4,5.8,99
2022-08-11T03:00,38.3,26.7,400,11,6.8,103
2022-08-11T04:00,36.7,25.5,406,12,7.9,102
2022-08-11T05:00,39.8,27.6,408,12.9,9.4,99
2022-08-11T06:00,46.2,32,400,13.7,10.4,93
2022-08-11T07:00,47,32.5,384,13.6,9.8,88
2022-08-11T08:00,46.1,32,361,13.2,8.4,82
2022-08-11T09:00,45.3,31.5,326,13.1,6.6,72
2022-08-11T10:00,31.8,22.2,293,13.6,5.4,63
2022-08-11T11:00,21.5,15.1,256,14.4,4.2,54
2022-08-11T12:00,25.5,17.8,247,15.9,4.2,53
2022-08-11T13:00,20.1,13.9,246,16.8,4,51
2022-08-11T14:00,16.8,11.4,244,18,3.5,48
2022-08-11T15:00,16.1,10.9,253,20,3.2,43
2022-08-11T16:00,16.4,11,278,21.9,3,39
2022-08-11T17:00,17.9,12.2,312,24,3,34
2022-08-11T18:00,20.3,13.9,343,25.5,3,29
2022-08-11T19:00,21.7,15,339,24.1,2.8,28
2022-08-11T20:00,22.1,15.3,322,21.5,2.5,28
2022-08-11T21:00,23.3,16.2,307,18.6,2.5,28
2022-08-11T22:00,26.7,18.6,316,18,2.9,25
2022-08-11T23:00,32.8,22.8,334,17.9,3.6,21
2022-08-12T00:00,37.8,26.4,334,16.6,3.7,22
2022-08-12T01:00,37,25.8,344,16.8,3.1,22
2022-08-12T02:00,31.4,21.9,358,16.9,2.3,23
2022-08-12T03:00,30,21,353,15.6,1.6,31
2022-08-12T04:00,25,17.4,310,12.4,1.5,47
2022-08-12T05:00,20.3,14.1,247,8.1,1.6,69
2022-08-12T06:00,19.2,13.3,178,3.5,1.8,91
2022-08-12T07:00,18.6,12.9,155,2.2,1.8,97
2022-08-12T08:00,18,12.5,146,2,1.7,97
2022-08-12T09:00,17.2,11.9,146,2.5,1.7,96
2022-08-12T10:00,17.2,11.8,146,2.7,1.8,98
2022-08-12T11:00,18.1,12.5,152,3.1,2,101
2022-08-12T12:00,25.3,17.5,205,10.8,2.2,81
2022-08-12T13:00,29.3,20.4,253,17,2.5,70
2022-08-12T14:00,33.8,23.3,322,26,2.9,55
2022-08-12T15:00,35.7,24.7,401,35.3,3.5,38
2022-08-12T16:00,38.6,26.6,436,37.9,4,32
2022-08-12T17:00,41.9,28.8,461,38.4,4.5,30
2022-08-12T18:00,41.8,28.7,475,36.8,5.2,29
2022-08-12T19:00,40.5,27.8,460,33.3,5.4,32
2022-08-12T20:00,40.6,27.8,430,28.1,5.6,37
2022-08-12T21:00,43.1,29.5,417,23.5,6.1,40
2022-08-12T22:00,50.4,34.7,454,24.2,6.9,35
2022-08-12T23:00,59.4,41.1,514,26.8,8.1,27
2022-08-13T00:00,69.8,48.4,717,42.5,11.1,8
2022-08-13T01:00,66.8,46.4,721,39.5,10.4,19
2022-08-13T02:00,68.5,47.6,725,35,9.3,36
2022-08-13T03:00,67.5,46.7,689,27.7,8.4,64
2022-08-13T04:00,61.2,42.3,597,20.6,8.5,93
2022-08-13T05:00,55.4,38,471,12.4,9.1,127
2022-08-13T06:00,51.7,35.4,335,4.2,9.6,161
2022-08-13T07:00,50.3,34.3,294,2,9.5,169
2022-08-13T08:00,48,32.8,281,2,9.2,167
2022-08-13T09:00,45.5,31.2,276,2.9,9.1,163
2022-08-13T10:00,42.7,29.3,252,1.4,9.6,165
2022-08-13T11:00,41.3,28.3,229,-0.4,10.4,166
2022-08-13T12:00,46.6,31.7,278,6.4,13.4,150
2022-08-13T13:00,60.3,41.4,431,26.5,12.9,119
2022-08-13T14:00,76.8,53,649,55,12.2,76
2022-08-13T15:00,87.1,60.5,887,83.1,11.6,30
2022-08-13T16:00,85.2,59.3,962,86.7,11.6,19
2022-08-13T17:00,89.4,62.2,990,81.7,11.8,18
2022-08-13T18:00,88.5,61.7,1009,73.4,12.1,20
2022-08-13T19:00,90.1,62.9,1029,69.8,12.8,18
2022-08-13T20:00,95.5,66.4,1041,65.9,13.6,17
2022-08-13T21:00,97.8,68.2,1038,59.8,14.1,16
2022-08-13T22:00,96.2,66.8,1018,54.2,13.6,14
2022-08-13T23:00,94.3,65.7,984,48,12.6,12
2022-08-14T00:00,115,80.1,1066,50.4,10.7,8
2022-08-14T01:00,117.8,82.2,1007,44.2,11.6,27
2022-08-14T02:00,110.8,77.1,921,35.2,12.9,54
2022-08-14T03:00,99,68,787,23.8,15.1,92
2022-08-14T04:00,90.1,60.5,665,16.8,17.3,120
2022-08-14T05:00,68.7,45.3,529,10.2,19.9,148
2022-08-14T06:00,61.9,41.2,387,4.1,21.6,176
2022-08-14T07:00,59.5,39.9,341,2.2,20.5,183
2022-08-14T08:00,58,39.1,328,2.3,18.1,182
2022-08-14T09:00,56.5,38.1,323,3.2,15.4,178
2022-08-14T10:00,55.1,37.1,312,3.2,14.9,179
2022-08-14T11:00,53.6,36.2,306,3.3,14.9,180
2022-08-14T12:00,53.9,36.2,315,7.8,20.1,158
2022-08-14T13:00,63.8,43.5,375,15.6,22,139
2022-08-14T14:00,71.2,48.9,461,26.6,24.6,112
2022-08-14T15:00,72.2,49.6,556,37.9,27.3,81
2022-08-14T16:00,74.7,51.3,593,40.6,27.9,68
2022-08-14T17:00,72.4,49.8,615,40.5,27.9,61
2022-08-14T18:00,68.5,47.3,617,37.5,26.5,56
2022-08-14T19:00,60.5,41.8,594,32.7,24.4,58
2022-08-14T20:00,51.2,35.2,553,25.8,21.5,64
2022-08-14T21:00,45.6,31.3,492,17.6,17.4,72
2022-08-14T22:00,41.1,28.1,445,13.4,14.4,77
2022-08-14T23:00,37.1,25.4,395,10,11.4,81
2022-08-15T00:00,36.6,24.9,309,7.2,8.1,74
2022-08-15T01:00,37.4,25.2,308,7.8,9.5,73
2022-08-15T02:00,39.9,26.6,306,8.4,11.5,71
2022-08-15T03:00,41.8,27.4,308,9,14.2,74
2022-08-15T04:00,43.9,28.5,317,8.9,16.3,83
2022-08-15T05:00,46.2,30,330,8.4,18.5,96
2022-08-15T06:00,49.5,32.5,345,7.7,20.2,113
2022-08-15T07:00,50.9,33.6,352,7.1,20.4,127
2022-08-15T08:00,53.2,35.5,357,6.3,19.8,142
2022-08-15T09:00,50.2,33.6,358,6,17.9,152
2022-08-15T10:00,46.4,31.1,346,6.2,15.4,145
2022-08-15T11:00,44.7,30.2,329,6.8,12,130
2022-08-15T12:00,41.3,28.3,328,9.9,10.8,106
2022-08-15T13:00,40.3,27.7,338,12.9,9.2,95
2022-08-15T14:00,39.5,27.2,354,17.1,7.2,80
2022-08-15T15:00,40.7,28.2,392,23,5,61
2022-08-15T16:00,43.9,30.5,451,28,4.7,49
2022-08-15T17:00,49.7,34.7,526,33.1,4.8,38
2022-08-15T18:00,57.2,39.9,591,36.4,5.2,28
2022-08-15T19:00,58,40.5,580,33.7,5.2,27
2022-08-15T20:00,56,39.1,539,28,5.2,30
2022-08-15T21:00,54.9,38.4,491,21.2,5,34
2022-08-15T22:00,54,37.7,478,18.7,4.7,34
2022-08-15T23:00,55.6,38.9,473,17,4.2,33
2022-08-16T00:00,54.7,38.2,471,16.4,3.8,33
2022-08-16T01:00,53.7,37.5,484,17.2,3.6,33
2022-08-16T02:00,52.7,36.8,501,18.5,3.3,34
2022-08-16T03:00,50.6,35.4,498,18.4,3.1,42
2022-08-16T04:00,44.7,31.2,455,15.6,3.2,58
2022-08-16T05:00,40.7,28.3,390,11.3,3.3,79
2022-08-16T06:00,39,27.1,321,6.8,4.3,104
2022-08-16T07:00,40.7,28.3,303,5.6,6.2,116
2022-08-16T08:00,43.2,29.9,300,5.3,8.6,126
2022-08-16T09:00,43,29.7,302,5.8,11.3,134
2022-08-16T10:00,40.3,27.9,292,5.6,12.1,137
2022-08-16T11:00,40.4,27.9,282,5.7,12.4,137
2022-08-16T12:00,38.9,26.7,270,9,11.2,121
2022-08-16T13:00,52.2,36.2,346,17.2,16.4,110
2022-08-16T14:00,61.5,42.6,454,28.8,23.6,94
2022-08-16T15:00,66.8,46.4,580,40.8,30.8,74
2022-08-16T16:00,72.2,50.2,642,43.8,32.1,64
2022-08-16T17:00,75.7,52.5,688,43.8,31.3,56
2022-08-16T18:00,75.9,52.6,711,41.2,28.5,48
2022-08-16T19:00,71.7,49.6,684,37,25,43
2022-08-16T20:00,66.1,45.8,627,30.9,20.1,40
2022-08-16T21:00,61.2,42.4,548,23.1,14.5,39
2022-08-16T22:00,57.3,39.7,493,18.5,11.6,41
2022-08-16T23:00,54.6,37.8,436,14.4,9.3,45
2022-08-17T00:00,54.4,37.8,381,10.2,7,51
2022-08-17T01:00,56.3,39.1,395,11.2,7.8,54
2022-08-17T02:00,59.8,41.6,414,12.6,8.8,59
2022-08-17T03:00,59,40.7,418,13.1,10.1,69
2022-08-17T04:00,53,36,385,11.2,10.9,81
2022-08-17T05:00,45.6,30.6,334,8.1,11.5,96
2022-08-17T06:00,42.8,28.6,280,4.8,12.2,115
2022-08-17T07:00,40.7,27.2,268,3.7,12.6,129
2022-08-17T08:00,42.1,28.2,269,3.3,13,142
2022-08-17T09:00,43.4,29.3,273,3.6,12.7,151
2022-08-17T10:00,42.1,28.5,266,4,11.4,147
2022-08-17T11:00,39.3,26.8,258,4.7,9.6,137
2022-08-17T12:00,36.6,25.1,259,9.9,6.2,98
2022-08-17T13:00,37.3,25.8,291,13.9,5.8,89
2022-08-17T14:00,39.1,27.1,338,19.5,5.1,76
2022-08-17T15:00,44.2,30.7,412,27,4.4,59
2022-08-17T16:00,50.5,35.2,486,32.4,4.4,48
2022-08-17T17:00,56.3,39.2,570,37.8,4.6,38
2022-08-17T18:00,61,42.5,644,41.5,4.8,29
2022-08-17T19:00,62.4,43.4,643,39.5,4.9,28
2022-08-17T20:00,62.2,43.2,611,34.6,5.1,31
2022-08-17T21:00,61.9,43.1,566,28.2,5.2,35
2022-08-17T22:00,61.5,42.8,545,25.1,5.2,34
2022-08-17T23:00,61.9,43.1,526,22.4,5.2,32
2022-08-18T00:00,68.7,48,554,22.1,4.5,27
2022-08-18T01:00,77.1,53.8,526,19.6,5.1,41
2022-08-18T02:00,71.9,50.1,486,16,6.1,62
2022-08-18T03:00,58.2,40.3,426,11.4,7.8,88
2022-08-18T04:00,46.1,28.5,372,8.5,9.8,104
2022-08-18T05:00,44.1,26,313,5.8,12.1,119
2022-08-18T06:00,41.8,25,256,3.5,14.7,135
2022-08-18T07:00,41.9,25.8,247,3,15.6,144
2022-08-18T08:00,41.2,25.8,256,3.2,16.1,151
2022-08-18T09:00,41.3,26.3,271,4,16.5,158
2022-08-18T10:00,40.2,25.8,271,3.8,16.7,165
2022-08-18T11:00,39.7,25.6,270,3.5,16.9,171
2022-08-18T12:00,39.5,25.3,253,6.1,9.4,144
2022-08-18T13:00,50.3,33.4,390,24.9,10.3,116
2022-08-18T14:00,64,43.1,585,51.5,11.6,76
2022-08-18T15:00,77.3,52.4,781,76.9,13.4,35
2022-08-18T16:00,77.1,52.6,813,78.2,14.9,27
2022-08-18T17:00,73.8,50.5,789,70.6,16.5,29
2022-08-18T18:00,73.3,50.2,751,59.9,18.5,33
2022-08-18T19:00,75,51.3,744,55.8,19.6,33
2022-08-18T20:00,79.9,54.5,737,52.2,20.6,32
2022-08-18T21:00,85.9,58.7,731,48.2,21.1,31
2022-08-18T22:00,89.4,61,737,46.5,20.7,27
2022-08-18T23:00,90.8,61.9,747,45.5,19.7,21
2022-08-19T00:00,85,57.9,724,39.5,22,18
2022-08-19T01:00,85.9,58.4,705,35.7,22.3,30
2022-08-19T02:00,82.4,55.6,678,30.1,22.8,46
2022-08-19T03:00,78.7,52.2,621,22.5,22,73
2022-08-19T04:00,66.1,42.3,552,16.5,19.5,99
2022-08-19T05:00,57.6,36.3,468,10.4,16,129
2022-08-19T06:00,50.9,31.7,370,4.3,11.7,157
2022-08-19T07:00,43,26.4,323,2.4,9.2,160
2022-08-19T08:00,40.2,24.4,288,2.1,7.1,153
2022-08-19T09:00,38,23.2,256,2.5,5.1,142
2022-08-19T10:00,36.3,22.2,236,2,4.4,138
2022-08-19T11:00,34.6,21.1,223,1.8,4.4,134
2022-08-19T12:00,30,19.5,243,9.3,3.7,99
2022-08-19T13:00,31.7,20.4,327,20.4,4.1,82
2022-08-19T14:00,39,25.8,447,36,4.6,58
2022-08-19T15:00,49.1,33.1,588,52.9,5.9,32
2022-08-19T16:00,52.4,35.5,659,58.2,8.1,23
2022-08-19T17:00,55.3,37.6,714,60,10.9,18
2022-08-19T18:00,56,38.2,743,59.2,13.4,16
2022-08-19T19:00,54.4,36.9,714,56.2,13.2,17
2022-08-19T20:00,53.1,35.9,652,51.1,12.1,21
2022-08-19T21:00,47.4,32.2,567,43.3,10.4,28
2022-08-19T22:00,38.5,26.3,513,37,9.6,33
2022-08-19T23:00,37.5,25.1,459,30,8.9,39
2022-08-20T00:00,35.3,24.2,435,24.7,5.2,42
2022-08-20T01:00,33.9,22.9,416,22,6.2,49
2022-08-20T02:00,34,22.9,388,18.2,7.7,60
2022-08-20T03:00,29.6,19.6,353,13.4,9.1,78
2022-08-20T04:00,30.3,19.7,333,10.4,9.4,96
2022-08-20T05:00,33.3,21.2,316,7.7,9.3,116
2022-08-20T06:00,35.3,22.2,297,4.8,8.8,139
2022-08-20T07:00,36.4,22.5,286,3.7,8.1,149
2022-08-20T08:00,44.8,27.5,279,3.2,7.3,156
2022-08-20T09:00,41.6,25.8,274,3.1,6.6,161
2022-08-20T10:00,43.2,27,272,3.2,6.7,165
2022-08-20T11:00,45.5,28.7,274,3.6,7.1,167
2022-08-20T12:00,50.8,30.5,283,6.6,14.6,159
2022-08-20T13:00,52.9,32.2,319,11.8,12.6,140
2022-08-20T14:00,52.6,32.6,369,19.2,9.7,114
2022-08-20T15:00,50.9,33.4,433,26.2,6.6,87
2022-08-20T16:00,50.8,34.3,472,26.8,5.7,82
2022-08-20T17:00,50.4,34,507,25,5.3,85
2022-08-20T18:00,51,34.6,534,21.9,5.2,87
2022-08-20T19:00,50.1,33.8,534,19.8,5.3,83
2022-08-20T20:00,50.4,33.9,520,17.4,5.7,77
2022-08-20T21:00,54.6,36.3,484,14,5.9,72
2022-08-20T22:00,52.2,34.5,436,11.1,5.5,74
2022-08-20T23:00,44.8,29.5,373,7.8,4.8,79
2022-08-21T00:00,46,31.1,360,6.7,2.7,77
2022-08-21T01:00,47.1,32,367,7.8,3,81
2022-08-21T02:00,46.7,31.5,375,9.3,3.3,86
2022-08-21T03:00,41.1,27.2,374,10.1,3.8,97
2022-08-21T04:00,38.9,24.9,353,8.4,4.2,110
2022-08-21T05:00,41.4,25.7,321,5.8,4.4,125
2022-08-21T06:00,43,26.4,282,2.8,4.4,139
2022-08-21T07:00,42.7,26,261,2,4.2,140
2022-08-21T08:00,42.7,25.6,243,1.9,3.7,135
2022-08-21T09:00,43.1,25.3,227,2.2,3.1,128
2022-08-21T10:00,42.8,24.5,215,2,3,126
2022-08-21T11:00,43.1,24.2,207,2,2.9,123
2022-08-21T12:00,48.8,27.2,220,5.8,3.1,111
2022-08-21T13:00,55.1,33.2,334,19.8,4,90
2022-08-21T14:00,66.4,40.6,494,39.6,5.2,60
2022-08-21T15:00,75.4,46.7,649,58.5,6.7,30
2022-08-21T16:00,76.8,48.2,656,59.5,7.7,27
2022-08-21T17:00,71.7,44.7,610,54,8.6,33
2022-08-21T18:00,70.8,44.2,556,46.2,9.6,41
2022-08-21T19:00,74.7,46.2,552,43.2,10.1,42
2022-08-21T20:00,82.7,50.4,560,40.7,10.4,41
2022-08-21T21:00,89.9,54.9,577,37.5,10.2,39
2022-08-21T22:00,94.3,58.1,595,35,9.6,34
2022-08-21T23:00,96.4,60.5,617,32.8,8.6,27
2022-08-22T00:00,81,53,535,18.5,4.9,33
2022-08-22T01:00,92.9,61,555,19,4.9,41
2022-08-22T02:00,90.1,59.1,581,19.9,4.9,52
2022-08-22T03:00,78.9,51.7,585,19,5.6,73
2022-08-22T04:00,69.8,46,537,15.1,7.1,98
2022-08-22T05:00,57.9,37.7,462,9.6,9.2,127
2022-08-22T06:00,52.3,33.6,373,3.7,10.9,156
2022-08-22T07:00,50.1,31.8,333,2,10.1,161
2022-08-22T08:00,48,29.8,304,1.6,8.4,156
2022-08-22T09:00,46.3,28.2,280,2.5,6.3,146
2022-08-22T10:00,44.8,26.8,262,2.4,5.4,139
2022-08-22T11:00,44,26.3,251,2.8,4.7,131
2022-08-22T12:00,45.6,27.8,291,9.8,5.2,108
2022-08-22T13:00,50.8,32,390,22.8,5.4,89
2022-08-22T14:00,60.5,38.6,531,41.2,5.8,63
2022-08-22T15:00,71.5,46,712,61,7.1,34
2022-08-22T16:00,79.9,51.8,818,66.1,9.4,24
2022-08-22T17:00,84.5,55.4,915,66.8,12.4,20
2022-08-22T18:00,88,58.1,1021,67.2,15.2,16
2022-08-22T19:00,92.4,61.2,1084,70,15.2,11
2022-08-22T20:00,100.6,66.8,1134,73.1,14,5
2022-08-22T21:00,100.6,67.8,1156,73.6,12.4,2
2022-08-22T22:00,95.2,64.5,1126,69.1,11.5,3
2022-08-22T23:00,91.7,62.6,1065,61.7,10.6,6
2022-08-23T00:00,85.4,58.8,909,44.2,7.6,19
2022-08-23T01:00,85.2,58.7,879,39.4,8.4,30
2022-08-23T02:00,85.2,58.6,835,32.5,9.6,47
2022-08-23T03:00,87.5,59.5,754,23.2,11.2,76
