time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
2023-09-26T04:00,65,39.7,640,13.5,7.4,94
2023-09-26T05:00,67.1,40.6,530,8,9,138
2023-09-26T06:00,66.1,39.1,433,3.7,9.8,168
2023-09-26T07:00,59.6,33.2,365,1.9,9.1,173
2023-09-26T08:00,53.7,27.3,310,1.4,7.7,164
2023-09-26T09:00,52.6,25.3,278,1.8,6.5,152
2023-09-26T10:00,53.7,25.3,272,3,5.9,140
2023-09-26T11:00,53.3,25.4,288,5.1,5.5,126
2023-09-26T12:00,37,21.5,300,7.5,5,109
2023-09-26T13:00,44.7,26.3,365,10.5,5.4,98
2023-09-26T14:00,50.2,30.3,455,14.6,6,82
2023-09-26T15:00,51.7,31.5,523,17.2,6.3,71
2023-09-26T16:00,50.9,31.5,546,17,6.1,68
2023-09-26T17:00,50.2,31.4,547,15.4,5.6,68
2023-09-26T18:00,48.9,30.9,544,13.9,5.1,68
2023-09-26T19:00,46.2,29.3,541,13.1,4.6,66
2023-09-26T20:00,45.4,28.8,533,12.4,4.2,63
2023-09-26T21:00,45.4,28.6,526,12,3.9,61
2023-09-26T22:00,46,28.7,517,12.1,3.9,58
2023-09-26T23:00,46.7,28.7,509,12.6,4,56
2023-09-27T00:00,60.5,37.7,655,18.4,4.9,46
2023-09-27T01:00,62.9,38.9,678,17.7,5.2,51
2023-09-27T02:00,71.2,44,705,16.7,5.6,59
2023-09-27T03:00,69.4,42.1,692,14.7,5.9,73
2023-09-27T04:00,65.4,37.7,604,11,5.9,98
2023-09-27T05:00,64.7,35.7,476,6.4,5.8,129
2023-09-27T06:00,62.6,33.5,370,3,5.6,150
2023-09-27T07:00,57.5,30,308,1.5,5.3,155
2023-09-27T08:00,51.3,26.5,267,1.1,4.8,150
2023-09-27T09:00,47.1,24.3,246,1.5,4.4,142
2023-09-27T10:00,44.9,23.3,243,2.6,4,132
2023-09-27T11:00,44.6,23.5,259,4.5,3.7,120
2023-09-27T12:00,40.3,23.3,281,6.3,3.3,102
2023-09-27T13:00,44.8,26.2,316,7.6,3.4,95
2023-09-27T14:00,49.2,28.8,366,9.4,3.6,84
2023-09-27T15:00,53,30.7,408,10.7,3.7,76
2023-09-27T16:00,55.5,32.1,434,11,3.7,72
2023-09-27T17:00,58.4,33.8,452,10.9,3.6,71
2023-09-27T18:00,60.3,34.8,466,10.9,3.6,68
2023-09-27T19:00,60.8,34.8,473,11.1,3.6,63
2023-09-27T20:00,62.4,35.4,475,11.4,3.7,57
2023-09-27T21:00,65.4,36.2,481,11.9,3.9,52
2023-09-27T22:00,69.4,37.3,491,13,4.2,48
2023-09-27T23:00,71.9,38.2,505,14.3,4.6,44
2023-09-28T00:00,84.1,45.1,608,20.9,5.2,38
2023-09-28T01:00,81.5,46.2,648,19.8,5.6,41
2023-09-28T02:00,88.2,52.2,700,18.2,6.2,46
2023-09-28T03:00,97.3,52,708,15.8,7,60
2023-09-28T04:00,106.6,52.2,633,11.8,8.3,91
2023-09-28T05:00,109.7,51.3,515,7,9.7,131
2023-09-28T06:00,107.6,48.3,416,3.4,10.4,159
2023-09-28T07:00,106.2,46.9,358,1.8,9.8,165
2023-09-28T08:00,99,43.7,320,1.3,8.4,158
2023-09-28T09:00,92.7,40.9,303,1.8,7.4,150
2023-09-28T10:00,89.6,39.7,301,2.9,7,142
2023-09-28T11:00,88.7,39.6,319,4.9,6.9,132
2023-09-28T12:00,80.8,39.7,362,9.1,6.6,112
2023-09-28T13:00,96.9,48.7,475,14.2,7.5,100
2023-09-28T14:00,109.9,56.3,633,21.3,8.7,84
2023-09-28T15:00,116.4,60.8,758,26.6,9.6,70
2023-09-28T16:00,115,61.2,811,27.7,9.9,61
2023-09-28T17:00,117.3,62.9,832,26.9,9.8,55
2023-09-28T18:00,121.1,65,866,27.9,9.7,48
2023-09-28T19:00,122,65.7,944,33.3,9.6,38
2023-09-28T20:00,123.4,67.5,1034,40.5,9.5,27
2023-09-28T21:00,122.9,68,1086,44.5,9,18
2023-09-28T22:00,117.1,66.1,1068,42.9,7.9,12
2023-09-28T23:00,101,59.5,1011,38.1,6.4,8
2023-09-29T00:00,78.9,48.3,758,21.9,6.6,28
2023-09-29T01:00,71.7,43.7,773,20.6,6.1,32
2023-09-29T02:00,70.5,43.5,790,18.6,5.6,39
2023-09-29T03:00,71,44.6,773,15.9,5.9,57
2023-09-29T04:00,75.4,45.9,690,12,7.6,96
2023-09-29T05:00,83.1,47.5,573,7.4,10.2,145
2023-09-29T06:00,86.4,45.8,478,4,12.5,182
2023-09-29T07:00,89.4,45.8,427,2.5,14.4,198
2023-09-29T08:00,91,45.1,398,2.3,16,202
2023-09-29T09:00,94.5,46.4,384,2.8,16.9,200
2023-09-29T10:00,95.2,46.4,386,4.5,16.8,192
2023-09-29T11:00,94.3,46.1,404,6.9,15.9,178
2023-09-29T12:00,57.3,35.7,367,6.5,7.9,128
2023-09-29T13:00,57.9,37.4,384,7.3,8,122
2023-09-29T14:00,59,38.6,407,8.4,8.2,113
2023-09-29T15:00,60.3,39.6,427,9.5,8.3,103
2023-09-29T16:00,60.1,39.3,439,10.6,8.2,92
2023-09-29T17:00,60.3,39.5,447,11.7,8,79
2023-09-29T18:00,61.2,40.3,456,12.6,7.6,68
2023-09-29T19:00,61,40.2,471,13.4,7,58
2023-09-29T20:00,60.5,40,488,14.2,6.2,48
2023-09-29T21:00,59.4,39.2,497,14.5,5.7,41
2023-09-29T22:00,58.1,38.3,487,14.3,5.5,38
2023-09-29T23:00,57.5,37.7,468,13.7,5.5,37
2023-09-30T00:00,55.4,36.7,522,15,5,30
2023-09-30T01:00,54.9,36.2,569,15,5,29
2023-09-30T02:00,58.2,38.4,629,14.8,4.9,29
2023-09-30T03:00,61.5,40.6,646,13.7,5,40
2023-09-30T04:00,64.7,42,581,10.7,5.3,72
2023-09-30T05:00,64,39.9,473,6.7,5.6,115
2023-09-30T06:00,57.5,33.9,382,3.6,6,146
2023-09-30T07:00,56.7,30.7,327,2.1,6.5,155
2023-09-30T08:00,61.7,30.9,288,1.5,6.9,153
2023-09-30T09:00,62.4,30.9,267,1.6,7.2,147
2023-09-30T10:00,60.3,29.8,267,2.8,7.1,138
2023-09-30T11:00,57.6,29.2,284,4.7,6.7,125
2023-09-30T12:00,46.6,27.8,287,7.1,6.1,113
2023-09-30T13:00,50.3,30.7,327,8.4,6.2,105
2023-09-30T14:00,52.9,32.7,383,10.3,6.4,93
2023-09-30T15:00,53.8,33.3,426,11.5,6.4,83
2023-09-30T16:00,52.7,32.8,442,11.5,6.2,78
2023-09-30T17:00,51.3,32.2,446,10.9,5.8,76
2023-09-30T18:00,49.5,31.2,449,10.6,5.4,72
2023-09-30T19:00,46.7,29.4,455,11,5.1,66
2023-09-30T20:00,46.2,28.8,461,11.8,4.9,59
2023-09-30T21:00,46.8,28.8,473,13,4.7,52
2023-09-30T22:00,47.6,29,492,14.9,4.6,45
2023-09-30T23:00,48.7,29.5,518,17.1,4.6,38
2023-10-01T00:00,51.3,31.3,545,18.3,4.7,38
2023-10-01T01:00,55.4,33.9,612,18.6,4.9,37
2023-10-01T02:00,65.9,41.1,699,18.8,5.2,38
2023-10-01T03:00,65.4,41.6,732,17.6,5.6,50
2023-10-01T04:00,62.4,38.6,660,13.7,6.3,84
2023-10-01T05:00,62.4,38.2,533,8.3,7,129
2023-10-01T06:00,60.8,36.4,424,4.2,7.5,162
2023-10-01T07:00,55.4,32.7,357,2.3,7.4,172
2023-10-01T08:00,50.5,29.5,308,1.7,7,170
2023-10-01T09:00,46.6,27.1,282,2.1,6.5,162
2023-10-01T10:00,43.2,24.9,275,3.5,5.8,149
2023-10-01T11:00,40.6,23.4,290,5.9,5.1,131
2023-10-01T12:00,35,22.6,329,9.3,4,107
2023-10-01T13:00,43.2,28.2,416,13.3,4.4,94
2023-10-01T14:00,49.5,32.6,535,18.7,4.9,76
2023-10-01T15:00,52.3,34.7,621,22.2,5.1,62
2023-10-01T16:00,50.5,33.6,639,21.6,4.8,58
2023-10-01T17:00,48.4,32.2,624,19.1,4.3,58
2023-10-01T18:00,46.4,30.7,610,17.3,3.9,58
2023-10-01T19:00,44.1,29,603,17.3,3.9,56
2023-10-01T20:00,44.6,29.1,597,18.1,4,53
2023-10-01T21:00,47.5,31.1,609,19.6,4.1,48
2023-10-01T22:00,51.9,34.2,653,22.6,4.2,37
2023-10-01T23:00,55.5,37.1,716,26.3,4.3,24
2023-10-02T00:00,68,45.9,917,30.1,5.7,17
2023-10-02T01:00,69.8,47,973,28.3,5.9,25
2023-10-02T02:00,77.8,52.5,1042,25.5,6.1,38
2023-10-02T03:00,80.1,54.1,1034,21.7,6.4,59
2023-10-02T04:00,79.6,53.2,878,15.9,6.8,97
2023-10-02T05:00,68.9,45.4,644,9,7.3,143
2023-10-02T06:00,52.4,34.2,452,3.9,7.3,174
2023-10-02T07:00,39.2,25.3,345,1.7,6.4,176
2023-10-02T08:00,31.1,19.8,281,1.2,4.9,163
2023-10-02T09:00,27.2,17.1,246,1.7,3.9,148
2023-10-02T10:00,26,16,242,3.1,3.6,135
2023-10-02T11:00,27.5,16.8,269,5.3,3.6,120
2023-10-02T12:00,52.2,31.1,351,10.2,4.6,106
2023-10-02T13:00,65,38.9,456,14.7,5.4,94
2023-10-02T14:00,76.8,46.2,601,20.9,6.6,78
2023-10-02T15:00,86.4,51.8,714,25,7.4,65
2023-10-02T16:00,91.7,54.7,759,24.7,7.7,62
2023-10-02T17:00,94.8,56.1,773,22.4,7.6,62
2023-10-02T18:00,95.5,56.2,788,21.2,7.4,60
2023-10-02T19:00,92.9,54.7,818,22.5,7,51
2023-10-02T20:00,92,55.1,849,25,6.5,40
2023-10-02T21:00,88,54.5,878,27.5,6.1,30
2023-10-02T22:00,84.1,53,901,30.5,5.9,21
2023-10-02T23:00,82.2,52,922,33.6,5.7,12
2023-10-03T00:00,72.2,45.5,763,22.6,4.7,24
2023-10-03T01:00,72.2,46,844,22.9,4.8,26
2023-10-03T02:00,81.5,52.5,948,23.1,5.1,31
2023-10-03T03:00,85.2,55.4,977,21.5,5.6,47
2023-10-03T04:00,86.6,55.2,863,16.4,6.9,87
2023-10-03T05:00,83.8,51.5,673,9.5,8.4,138
2023-10-03T06:00,79.2,46.4,508,4.2,9.1,173
2023-10-03T07:00,69.8,39.9,401,1.9,8.1,176
2023-10-03T08:00,55.8,31.8,318,1.3,6.2,162
2023-10-03T09:00,45.4,26.2,267,1.6,4.7,147
2023-10-03T10:00,40.3,23.6,253,2.8,4.2,136
2023-10-03T11:00,37.7,22.8,270,4.9,4,124
2023-10-03T12:00,44.1,27.2,322,7.5,4,108
2023-10-03T13:00,50.6,31.2,369,9,4.3,100
2023-10-03T14:00,55.9,34.6,436,11.2,4.6,89
2023-10-03T15:00,59.8,37.3,497,12.9,4.9,79
2023-10-03T16:00,61.2,38.4,544,13.7,5,72
2023-10-03T17:00,61.7,39.2,586,14.2,5.1,66
2023-10-03T18:00,62.2,39.9,620,14.9,5.1,61
2023-10-03T19:00,61.2,39.6,645,16,5.1,56
2023-10-03T20:00,61.2,39.8,663,17.4,5.1,51
2023-10-03T21:00,62.2,40.4,680,18.9,5.2,46
2023-10-03T22:00,63.3,41,695,21.1,5.3,39
2023-10-03T23:00,64,41.3,710,23.5,5.5,32
2023-10-04T00:00,63.1,41.1,781,26.6,4.4,14
2023-10-04T01:00,63.3,41.2,835,25.1,4.8,19
2023-10-04T02:00,71.5,46.8,904,22.9,5.3,29
2023-10-04T03:00,73.3,48.3,914,19.7,6,48
2023-10-04T04:00,72.4,47.6,813,14.8,7,89
2023-10-04T05:00,67.5,44.5,652,9.1,8.1,140
2023-10-04T06:00,62.6,40.9,513,4.7,8.6,175
2023-10-04T07:00,58.3,36.2,420,2.6,7.9,181
2023-10-04T08:00,53.9,32.2,349,1.8,6.7,170
2023-10-04T09:00,51,29.9,307,2,5.6,157
2023-10-04T10:00,48.9,28.4,301,3.3,5,143
2023-10-04T11:00,48.2,28.1,324,5.5,4.6,126
2023-10-04T12:00,59.8,35.7,379,8.2,4,110
2023-10-04T13:00,68.5,41.2,436,9.9,4.2,103
2023-10-04T14:00,75.4,45.6,514,12.2,4.5,94
2023-10-04T15:00,80.6,48.9,579,13.7,4.8,87
2023-10-04T16:00,84.8,51.3,615,13.6,5.2,85
2023-10-04T17:00,88.5,53.4,637,12.7,5.5,84
2023-10-04T18:00,88.7,53.7,651,12.1,5.8,82
2023-10-04T19:00,85,51.3,658,12.3,5.8,76
2023-10-04T20:00,81.7,49.2,657,12.9,5.7,68
2023-10-04T21:00,79.9,47.7,655,13.5,5.7,61
2023-10-04T22:00,78.5,46.4,646,13.9,5.8,57
2023-10-04T23:00,76.8,45.1,635,14.3,5.9,54
2023-10-05T00:00,79.6,47.3,737,18.9,6,41
2023-10-05T01:00,79.2,46.9,785,19.3,6.2,41
2023-10-05T02:00,86.8,52.2,845,19.6,6.4,43
2023-10-05T03:00,85.4,52.3,856,18.4,6.9,57
2023-10-05T04:00,82.9,50.3,774,14.4,7.8,94
2023-10-05T05:00,83.6,49.5,641,8.9,9,143
2023-10-05T06:00,84.3,48.2,524,4.7,9.5,178
2023-10-05T07:00,79.2,44.6,440,2.7,9,187
2023-10-05T08:00,68,37.8,372,1.9,7.9,182
2023-10-05T09:00,59.3,32.7,329,2.1,6.9,171
2023-10-05T10:00,54.5,29.7,314,3.4,6.2,156
2023-10-05T11:00,52.3,28.6,324,5.7,5.6,136
2023-10-05T12:00,58.6,34.2,374,9.2,5.2,118
2023-10-05T13:00,65.9,38.8,446,12.1,5.5,105
2023-10-05T14:00,71.7,43,546,16.2,5.9,87
2023-10-05T15:00,76.8,46.4,637,19.1,6.3,74
2023-10-05T16:00,82,49.8,704,19.6,6.7,70
2023-10-05T17:00,90.1,54.7,760,19,7.1,71
2023-10-05T18:00,96.2,58.4,809,19,7.4,70
2023-10-05T19:00,98.7,59.8,849,20.6,7.7,64
2023-10-05T20:00,102.2,62.2,881,22.9,7.9,57
2023-10-05T21:00,105.7,64.5,910,25,8.1,50
2023-10-05T22:00,107.6,65.7,933,26.8,8.2,43
2023-10-05T23:00,107.6,65.7,952,28.5,8.3,36
2023-10-06T00:00,92.2,58.7,1026,31.5,6,16
2023-10-06T01:00,92.4,59,1092,30.1,6.1,21
2023-10-06T02:00,99,63.8,1176,27.9,6.3,31
2023-10-06T03:00,103.1,66.8,1178,24.3,6.8,52
2023-10-06T04:00,104.3,65.4,1024,18.1,8.1,96
2023-10-06T05:00,100.4,61,789,10.5,9.7,152
2023-10-06T06:00,96.9,57.3,601,4.9,10.9,193
2023-10-06T07:00,95.2,55.1,511,2.6,11.3,209
2023-10-06T08:00,94.8,54,468,2.2,11.3,210
2023-10-06T09:00,92,51.8,446,2.9,11.4,204
2023-10-06T10:00,88.9,49.8,429,4.1,11.5,191
2023-10-06T11:00,86.8,48.9,433,6.3,11.6,171
2023-10-06T12:00,92.7,55.4,509,10.3,13,159
2023-10-06T13:00,102.2,61.5,617,15.4,14.4,142
2023-10-06T14:00,112.5,68.2,767,22.3,16.2,117
2023-10-06T15:00,123.9,75.7,891,27.1,17.4,97
2023-10-06T16:00,132.2,82.2,963,27.9,17.5,86
2023-10-06T17:00,132.7,83.4,1009,26.5,16.9,79
2023-10-06T18:00,132.7,83.6,1037,24.7,16,73
2023-10-06T19:00,131.3,83.1,1046,22.8,14.9,68
2023-10-06T20:00,129.5,82.2,1036,20.5,13.5,64
2023-10-06T21:00,125.7,79.9,1016,18.4,12.2,61
2023-10-06T22:00,120.1,76.6,976,16.6,11.1,59
2023-10-06T23:00,113.4,72.2,926,15,10.1,59
2023-10-07T00:00,104.1,66.1,869,12.7,9.4,65
2023-10-07T01:00,99.9,63.3,905,13.9,8.5,61
2023-10-07T02:00,99.2,62.9,950,15.5,7.5,57
2023-10-07T03:00,99.7,63.6,942,15.5,8.1,69
2023-10-07T04:00,106.6,65.9,837,12.6,11.9,112
2023-10-07T05:00,113.9,67.3,680,8.1,17.4,171
2023-10-07T06:00,111.5,63.1,545,4.6,21.6,212
2023-10-07T07:00,99.4,52.3,457,3,23.4,220
2023-10-07T08:00,95.5,49.2,391,2.3,23.9,210
2023-10-07T09:00,93.4,47.7,353,2.6,23.7,198
2023-10-07T10:00,92.7,47.1,343,3.9,22.6,188
2023-10-07T11:00,92.7,47.1,361,6.1,20.8,174
2023-10-07T12:00,119.2,64.5,425,9.7,19.4,155
2023-10-07T13:00,136.4,74.5,529,14.1,19.7,139
2023-10-07T14:00,148.1,81.7,673,20.2,20.1,117
2023-10-07T15:00,150.4,84.5,792,24.7,19.9,97
2023-10-07T16:00,150.4,85.7,862,26.4,18.5,82
2023-10-07T17:00,152.3,87.1,908,26.5,16.5,69
2023-10-07T18:00,148.5,86.1,933,25.9,14.6,58
2023-10-07T19:00,139.2,82.2,933,24.4,12.9,51
2023-10-07T20:00,132.2,78.7,912,22.2,11.2,47
2023-10-07T21:00,127.6,76.1,894,20.3,9.9,43
2023-10-07T22:00,123.9,74.3,880,19.3,9.1,39
2023-10-07T23:00,121.5,72.6,869,18.7,8.7,36
2023-10-08T00:00,116.4,70.1,816,15.7,8.6,42
2023-10-08T01:00,118.5,71.2,889,16.7,8.1,41
2023-10-08T02:00,123.9,74.7,981,18,7.7,42
2023-10-08T03:00,129,77.3,990,17.4,8.8,56
2023-10-08T04:00,137.4,77.8,836,13.2,13.3,96
2023-10-08T05:00,136.9,69.4,600,7.2,19.4,149
2023-10-08T06:00,128.1,61.7,422,2.7,23.2,188
2023-10-08T07:00,120.1,59.1,364,1.2,22.6,200
2023-10-08T08:00,113.9,56.8,363,1.2,19.8,198
2023-10-08T09:00,110.4,55.4,374,2,17.4,192
2023-10-08T10:00,108.7,54.7,376,3.2,16.3,184
2023-10-08T11:00,108.7,54.7,390,5.1,15.7,172
2023-10-08T12:00,125.3,66.1,437,8.6,16.1,149
2023-10-08T13:00,136.4,73.8,523,12.5,17,134
2023-10-08T14:00,144.8,79.9,644,17.9,18.4,113
2023-10-08T15:00,151.8,85,747,22.2,19.6,95
2023-10-08T16:00,156.5,88.7,811,24.1,20.8,86
2023-10-08T17:00,163.4,92.7,858,24.8,22,80
2023-10-08T18:00,170,95.5,901,25.6,22.1,73
2023-10-08T19:00,175.1,97.6,944,27.1,20.6,60
2023-10-08T20:00,170.4,96.6,982,28.8,18,45
2023-10-08T21:00,161.6,92.9,1014,30,15.6,33
2023-10-08T22:00,156,89.9,1035,30.8,13.4,23
2023-10-08T23:00,151.3,86.6,1050,31.1,11.3,15
2023-10-09T00:00,142,82.2,828,18.8,15.1,41
2023-10-09T01:00,142,82.7,896,19.5,14.3,42
2023-10-09T02:00,147.1,86.1,982,20.2,13.3,44
2023-10-09T03:00,152.7,87.8,994,19.2,13.9,59
2023-10-09T04:00,166.2,90.1,862,14.7,18,99
2023-10-09T05:00,160.7,83.1,657,8.5,23.6,151
2023-10-09T06:00,149.9,76.1,495,3.8,26.8,188
2023-10-09T07:00,139.2,70.5,426,2.1,25.3,198
2023-10-09T08:00,129.9,66.4,401,1.9,21.3,193
2023-10-09T09:00,124.8,64,390,2.2,17.8,185
2023-10-09T10:00,122.5,63.8,383,2.7,15.9,176
2023-10-09T11:00,122.5,64,390,3.6,14.5,164
2023-10-09T12:00,122.5,71,368,4.5,12.2,138
2023-10-09T13:00,126.7,73.3,403,5.9,11.6,128
2023-10-09T14:00,127.1,75,452,7.8,10.8,113
2023-10-09T15:00,135,78.7,491,9.4,10.1,101
2023-10-09T16:00,138.8,81,508,10.2,9.8,94
2023-10-09T17:00,149.9,85.2,515,10.6,9.8,88
2023-10-09T18:00,154.1,86.8,521,11,9.6,82
2023-10-09T19:00,157.9,87.8,528,11.6,9.3,74
2023-10-09T20:00,154.1,86.6,535,12.3,8.8,66
2023-10-09T21:00,146.2,83.6,542,12.8,8.3,58
2023-10-09T22:00,137.4,79.4,547,13,7.6,50
2023-10-09T23:00,128.1,75,553,13.1,6.7,42
2023-10-10T00:00,64.3,40.5,307,9.4,3.6,55
2023-10-10T01:00,65.9,42,373,10.8,3.7,48
2023-10-10T02:00,68,44.2,460,12.5,3.9,38
2023-10-10T03:00,64,42.1,501,12.8,4.1,40
2023-10-10T04:00,54.4,35.7,450,10.2,4.3,63
2023-10-10T05:00,46,29.3,352,6.2,4.4,96
2023-10-10T06:00,53.1,30.5,278,3.1,4.5,122
2023-10-10T07:00,67.3,34.9,255,1.7,4.6,134
2023-10-10T08:00,82.7,42,256,1.2,4.6,138
2023-10-10T09:00,87.8,45.1,270,1.7,4.5,137
2023-10-10T10:00,87.1,45.3,291,3.5,4.2,130
2023-10-10T11:00,84.5,44.9,324,6.3,3.8,117
2023-10-10T12:00,45.1,27.2,326,7.9,3.5,104
2023-10-10T13:00,56.1,34.3,466,13.6,4.4,90
2023-10-10T14:00,68,42.6,656,21.4,5.6,71
2023-10-10T15:00,76.1,48.5,780,25.8,6.3,58
2023-10-10T16:00,73.3,47.3,776,23.7,6,56
2023-10-10T17:00,66.6,43.1,707,18.3,5.2,59
2023-10-10T18:00,60.5,39.1,641,13.9,4.7,62
2023-10-10T19:00,55.3,35.6,597,12,4.7,63
2023-10-10T20:00,52.7,33.9,557,11,5,63
2023-10-10T21:00,52.3,33.5,532,10.6,5.3,62
2023-10-10T22:00,52.9,33.8,527,10.7,5.5,59
2023-10-10T23:00,53.6,34.1,538,11.4,5.7,55
2023-10-11T00:00,58.7,37.5,648,15.1,5.7,44
2023-10-11T01:00,62.6,40,709,15.6,6.1,45
2023-10-11T02:00,70.5,45.3,787,16.1,6.6,47
2023-10-11T03:00,71.7,46.2,804,15.2,7.1,58
2023-10-11T04:00,70.8,44.7,701,11.6,7.6,88
2023-10-11T05:00,65.2,40.7,537,6.7,8,126
2023-10-11T06:00,53.3,32.8,406,3,8.1,155
2023-10-11T07:00,48,29.5,346,1.6,7.6,165
2023-10-11T08:00,43.7,27,319,1.3,6.8,164
2023-10-11T09:00,39.6,24.6,309,1.9,6.1,159
2023-10-11T10:00,36.2,22.6,305,3,5.5,149
2023-10-11T11:00,34.1,21.5,317,4.9,5,134
2023-10-11T12:00,19.8,13.8,373,8.4,5.5,132
2023-10-11T13:00,31.5,22,501,14.2,6.3,116
2023-10-11T14:00,44.4,30.9,682,22.3,7.5,94
2023-10-11T15:00,55.9,39,849,29.5,8.5,75
2023-10-11T16:00,65.9,45.9,987,34.7,9.3,61
2023-10-11T17:00,75.9,53,1111,39,10.1,49
2023-10-11T18:00,84.5,58.8,1206,42.2,10.5,40
2023-10-11T19:00,88.5,61.5,1257,44,10.4,33
2023-10-11T20:00,89.9,62.4,1278,44.6,10,28
2023-10-11T21:00,89.6,62.2,1292,44.7,9.7,24
2023-10-11T22:00,89.2,61.7,1301,44.8,9.6,20
2023-10-11T23:00,89.2,61.7,1304,44.4,9.5,16
2023-10-12T00:00,76.6,53,1281,45.5,7.1,8
2023-10-12T01:00,76.6,53,1302,41.1,7.5,19
2023-10-12T02:00,84.3,58.4,1321,34.8,8.1,35
2023-10-12T03:00,85,58.7,1267,27.8,8.6,60
2023-10-12T04:00,77.1,53.2,1072,19.6,9.2,103
2023-10-12T05:00,68.7,46.8,804,10.7,9.8,155
2023-10-12T06:00,64.7,43.5,591,4.2,9.9,191
2023-10-12T07:00,60.3,39.7,486,1.6,9,198
2023-10-12T08:00,56.1,36.7,436,1.4,7.6,188
2023-10-12T09:00,52.2,33.8,411,2.1,6.6,176
2023-10-12T10:00,49.9,32.2,398,3.1,6.1,165
2023-10-12T11:00,49.7,32.1,411,5.1,6,152
2023-10-12T12:00,46.2,30.9,443,8.3,8,149
2023-10-12T13:00,58.1,39,549,13.6,9.2,130
2023-10-12T14:00,68.9,46.7,699,21.1,10.9,104
2023-10-12T15:00,77.5,52.7,836,27.2,12.2,81
2023-10-12T16:00,86.1,58.6,947,30.9,13,67
2023-10-12T17:00,94.3,64.5,1046,33.3,13.5,57
2023-10-12T18:00,99.9,68.5,1119,34.6,13.4,48
2023-10-12T19:00,100.6,68.9,1158,34.5,12.3,40
2023-10-12T20:00,97.1,66.6,1171,33.2,10.6,33
2023-10-12T21:00,92,63.1,1170,31.7,9.2,28
2023-10-12T22:00,87.3,59.8,1150,30.1,8.3,24
2023-10-12T23:00,82.9,56.9,1117,28.3,7.7,21
2023-10-13T00:00,72.2,49.7,923,18.6,8.2,42
2023-10-13T01:00,70.3,48.5,963,18.9,7.5,42
2023-10-13T02:00,74,51.1,1011,19,6.7,45
2023-10-13T03:00,72.6,50.2,999,17.8,8.3,62
2023-10-13T04:00,71.5,49,872,13.8,14.8,109
2023-10-13T05:00,78.2,53,686,8.4,23.7,171
2023-10-13T06:00,78,51.5,535,4.3,29.3,215
2023-10-13T07:00,72.4,46.4,458,2.5,28.4,225
2023-10-13T08:00,67.8,43,417,2,24.2,217
2023-10-13T09:00,64,40.4,396,2.4,20.7,206
2023-10-13T10:00,61.9,38.8,386,3.6,19.4,195
2023-10-13T11:00,61.7,38.3,396,5.6,18.8,181
2023-10-13T12:00,65.9,41.8,444,8.6,19.2,173
2023-10-13T13:00,78.2,50.2,525,11.7,19.1,157
2023-10-13T14:00,87.5,56.7,638,16,19,135
2023-10-13T15:00,90.6,59,726,19,18.5,116
2023-10-13T16:00,92.2,60.1,763,19.6,17.3,105
2023-10-13T17:00,93.4,61,776,18.9,15.8,97
2023-10-13T18:00,92.9,61,788,18.1,14.3,90
2023-10-13T19:00,91.3,60.3,812,17.6,12.9,82
2023-10-13T20:00,89.2,59.3,834,17,11.6,75
2023-10-13T21:00,86.1,57.6,840,16.1,10.6,69
2023-10-13T22:00,82,55.3,818,14.5,9.9,65
2023-10-13T23:00,75.9,51.6,779,12.6,9.6,64
2023-10-14T00:00,61.2,39.5,428,4,11,119
2023-10-14T01:00,58,38.9,462,5.7,10.8,114
2023-10-14T02:00,56.7,38.1,508,7.9,10.6,109
2023-10-14T03:00,57.2,38.6,524,8.9,10.4,109
2023-10-14T04:00,58.1,37.5,485,7.5,10.4,122
2023-10-14T05:00,61.2,37.6,418,4.9,10.4,142
2023-10-14T06:00,60.1,35.5,361,3,10.2,154
2023-10-14T07:00,55.1,31.3,330,2.5,9.5,152
2023-10-14T08:00,53.3,29.7,309,2.7,8.4,142
2023-10-14T09:00,49.1,27.2,297,3.3,7.5,131
2023-10-14T10:00,47.7,25.5,291,4.2,6.7,122
2023-10-14T11:00,47.6,25.4,293,5.4,6.1,112
2023-10-14T12:00,55.9,28.3,277,7.6,5.5,92
2023-10-14T13:00,59.6,32.1,374,11.4,5.8,80
2023-10-14T14:00,67.3,37.7,502,16.5,6.3,64
2023-10-14T15:00,70.1,41.4,569,18.8,6.4,56
2023-10-14T16:00,71.7,43,513,15.7,5.9,64
2023-10-14T17:00,59.4,35.3,395,9.8,5.1,80
2023-10-14T18:00,48.5,27.9,299,5.5,4.4,91
2023-10-14T19:00,43,23.7,260,4.6,3.8,89
2023-10-14T20:00,44,23.7,243,5.3,3.2,81
2023-10-14T21:00,46.1,24,232,5.8,2.8,75
2023-10-14T22:00,44.9,24,216,5.4,2.7,74
2023-10-14T23:00,45.1,24.1,205,4.8,2.8,75
2023-10-15T00:00,70.1,36.4,232,6.1,3,65
2023-10-15T01:00,71,37.8,280,7.7,3.3,59
2023-10-15T02:00,75.9,41.4,345,9.8,3.6,51
2023-10-15T03:00,77.5,41,380,10.6,4.1,52
2023-10-15T04:00,77.5,36.9,354,8.8,4.7,70
2023-10-15T05:00,78.7,34.9,299,5.7,5.4,96
2023-10-15T06:00,81,34.7,255,3.3,6,118
